City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Khudumelapye,BW,-23.8833,24.75,55.26,19,0,9.08,clear sky
698,Arak,IR,34.0917,49.6892,81.66,13,0,6.08,clear sky
699,Nchelenge,ZM,-9.3451,28.734,72.68,48,2,7.0,clear sky
700,Taoudenni,ML,22.6783,-3.9836,114.08,6,1,13.82,clear sky
701,Zyryanka,RU,65.75,150.85,44.51,73,100,11.88,overcast clouds
702,Grivenskaya,RU,45.6473,38.176,79.66,55,53,11.48,broken clouds
703,Xintai,CN,35.9006,117.7519,82.89,78,100,8.59,overcast clouds
704,Talnakh,RU,69.4865,88.3972,56.21,54,100,4.34,overcast clouds
705,Malakal,SS,9.5334,31.6605,71.58,97,100,4.92,moderate rain
706,Lyuban,BY,52.7985,28.0048,72.64,65,93,12.37,overcast clouds
707,Yabrud,SY,33.9674,36.6574,73.81,37,0,4.03,clear sky
708,Akdepe,TM,42.0551,59.3788,84.29,25,0,14.56,clear sky
709,Ilebo,CD,-4.3167,20.5833,86.0,29,70,2.08,broken clouds
710,Aiquile,BO,-18.2041,-65.1807,77.11,26,31,5.84,scattered clouds
711,Metro,ID,-5.1131,105.3067,75.43,92,98,2.73,overcast clouds
